Barcode,Barcode_Prefix,Barcode_Postfix,Barcode_Postfix_Diff
A0010418499,A,0010418499,190
A0010419208,A,0010419208,49
A0010419257,A,0010419257,49
A0010419570,A,0010419570,133
A0010419703,A,0010419703,133
A0010420099,A,0010420099,198
A0010420297,A,0010420297,198
A0010420594,A,0010420594,42
A0010420636,A,0010420636,42
A0010420784,A,0010420784,141
A0010420925,A,0010420925,141
A0010422525,A,0010422525,8
A0010422533,A,0010422533,8
A0010422715,A,0010422715,83
A0010422798,A,0010422798,83
A0010422897,A,0010422897,65
A0010422962,A,0010422962,65
A0010423788,A,0010423788,230
A0010424018,A,0010424018,123
A0010424141,A,0010424141,123
A0010424455,A,0010424455,8
A0010424463,A,0010424463,8
A0010424893,A,0010424893,430
A0010426195,A,0010426195,42
A0010426237,A,0010426237,8
A0010426245,A,0010426245,8
A0010426765,A,0010426765,520
A0010431468,A,0010431468,91
A0010431559,A,0010431559,8
A0010431567,A,0010431567,8
A0010431609,A,0010431609,32
A0010431641,A,0010431641,25
A0010431666,A,0010431666,25
A0010434082,A,0010434082,547
A0010434629,A,0010434629,547
A0010435527,A,0010435527,898
A0010440295,A,0010440295,891
A0010441186,A,0010441186,891
A0010442754,A,0010442754,224
A0010442978,A,0010442978,224
A0010452654,A,0010452654,84
A0010452738,A,0010452738,84
A0010452845,A,0010452845,107
A0010453009,A,0010453009,164
A0010461606,A,0010461606,933
A0010462539,A,0010462539,73
A0010462612,A,0010462612,49
A0010462661,A,0010462661,49
A0010463479,A,0010463479,321
A0010463800,A,0010463800,109
A0010463909,A,0010463909,57
A0010463966,A,0010463966,57
A0010464253,A,0010464253,42
A0010464295,A,0010464295,42
A0010464469,A,0010464469,115
A0010464584,A,0010464584,115
A0010465862,A,0010465862,272
A0010466134,A,0010466134,99
A0010466233,A,0010466233,99
A0010468007,A,0010468007,776
A0010468783,A,0010468783,776
A0010469906,A,0010469906,1123
A0010472074,A,0010472074,125
A0010472199,A,0010472199,125
A0010472389,A,0010472389,50
A0010472439,A,0010472439,50
A0010473619,A,0010473619,1180
A0010475234,A,0010475234,140
A0010475374,A,0010475374,140
A0010475671,A,0010475671,297
A0010477552,A,0010477552,84
A0010477636,A,0010477636,84
A0010477776,A,0010477776,8
A0010477784,A,0010477784,8
A0010478022,A,0010478022,238
A0010478287,A,0010478287,265
A0010485506,A,0010485506,323
A0010485829,A,0010485829,140
A0010485969,A,0010485969,40
A0010486009,A,0010486009,8
A0010486017,A,0010486017,8
A0010486066,A,0010486066,49
A0010486132,A,0010486132,66
A0010486561,A,0010486561,429
A0010491280,A,0010491280,190
A0010491470,A,0010491470,91
A0010491561,A,0010491561,91
A0010492247,A,0010492247,15
A0010492262,A,0010492262,15
A0010492890,A,0010492890,628
A0010493815,A,0010493815,925
A0010497774,A,0010497774,3017
A0010500791,A,0010500791,26
A0010500817,A,0010500817,26
A0010500858,A,0010500858,41
A0010501054,A,0010501054,84
A0010501138,A,0010501138,84
A0010501351,A,0010501351,141
A0010501492,A,0010501492,83
A0010501575,A,0010501575,83
A0010501823,A,0010501823,33
A0010501856,A,0010501856,33
A0010501948,A,0010501948,92
A0010502185,A,0010502185,237
A0010503472,A,0010503472,933
A0010504405,A,0010504405,65
A0010504470,A,0010504470,65
A0010504637,A,0010504637,167
A0010508455,A,0010508455,446
A0010508901,A,0010508901,446
A0010510618,A,0010510618,402
A0010511020,A,0010511020,140
A0010511160,A,0010511160,125
A0010511285,A,0010511285,115
A0010511400,A,0010511400,115
A0010521425,A,0010521425,49
A0010521474,A,0010521474,49
A0010521805,A,0010521805,238
A0010522043,A,0010522043,238
A0010522548,A,0010522548,15
A0010522563,A,0010522563,15
A0010528784,A,0010528784,1361
A0010530145,A,0010530145,91
A0010530236,A,0010530236,91
A0010530442,A,0010530442,206
A0010530681,A,0010530681,75
A0010530756,A,0010530756,75
A0010532117,A,0010532117,156
A0010532273,A,0010532273,76
A0010532349,A,0010532349,76
A0010554244,A,0010554244,25
A0010554269,A,0010554269,25
A0010554301,A,0010554301,32
A0010556728,A,0010556728,8
A0010556736,A,0010556736,8
A0010559086,A,0010559086,149
A0010559235,A,0010559235,49
A0010559284,A,0010559284,8
A0010559292,A,0010559292,8
A0010559599,A,0010559599,307
A0010559987,A,0010559987,48
A0010560035,A,0010560035,8
A0010560043,A,0010560043,8
A0010560456,A,0010560456,413
A0010561991,A,0010561991,164
A0010562155,A,0010562155,42
A0010562197,A,0010562197,42
A0010562460,A,0010562460,91
A0010562551,A,0010562551,91
A0010562718,A,0010562718,167
A0010562924,A,0010562924,206
A0010563153,A,0010563153,26
A0010563179,A,0010563179,26
A0010573558,A,0010573558,264
A0010573822,A,0010573822,264
A0010574127,A,0010574127,91
A0010574218,A,0010574218,91
A0010574366,A,0010574366,42
A0010574408,A,0010574408,42
A0010574507,A,0010574507,99
A0010574606,A,0010574606,16
A0010574622,A,0010574622,16
A0010576718,A,0010576718,222
A0010576940,A,0010576940,25
A0010576965,A,0010576965,25
A0010577484,A,0010577484,256
A0010577740,A,0010577740,59
A0010577799,A,0010577799,59
A0010578177,A,0010578177,256
A0010578433,A,0010578433,256
A0010581098,A,0010581098,570
A0010581668,A,0010581668,570
A0010582302,A,0010582302,216
A0010582518,A,0010582518,8
A0010582526,A,0010582526,8
A0010582591,A,0010582591,26
A0010582617,A,0010582617,26
A0010582831,A,0010582831,214
A0010584266,A,0010584266,339
A0010584605,A,0010584605,339
A0010597441,A,0010597441,174
A0010597615,A,0010597615,16
A0010597631,A,0010597631,16
A0010597680,A,0010597680,49
A0010600443,A,0010600443,916
A0010601359,A,0010601359,916
A0010604304,A,0010604304,2738
A0010607042,A,0010607042,1213
A0010608255,A,0010608255,464
A0010608719,A,0010608719,464
A0010609337,A,0010609337,618
A0010610194,A,0010610194,857
A0010611127,A,0010611127,190
A0010611317,A,0010611317,190
A0010612083,A,0010612083,240
A0010612323,A,0010612323,166
A0010612489,A,0010612489,166
A0010616324,A,0010616324,792
A0010617116,A,0010617116,148
A0010617264,A,0010617264,148
A0010617470,A,0010617470,206
A0010621266,A,0010621266,719
A0010621985,A,0010621985,370
A0010622355,A,0010622355,274
A0010622629,A,0010622629,274
A0010629756,A,0010629756,371
A0010630127,A,0010630127,371
A0010632776,A,0010632776,767
A0010633543,A,0010633543,437
A0010633980,A,0010633980,437
A0010641652,A,0010641652,149
A0010641801,A,0010641801,49
A0010641850,A,0010641850,49
A0010642064,A,0010642064,16
A0010642080,A,0010642080,16
A0010642155,A,0010642155,58
A0010642213,A,0010642213,58
A0010642528,A,0010642528,247
A0010642775,A,0010642775,247
A0010643039,A,0010643039,264
A0010643526,A,0010643526,487
A0010644490,A,0010644490,964
A0010647766,A,0010647766,3276
A0010654416,A,0010654416,437
A0010654853,A,0010654853,34
A0010654887,A,0010654887,34
A0010664878,A,0010664878,2415
A0010667293,A,0010667293,949
A0010668242,A,0010668242,25
A0010668267,A,0010668267,25
A0010668465,A,0010668465,84
A0010668549,A,0010668549,84
A0010668788,A,0010668788,206
A0010668994,A,0010668994,206
A0010669240,A,0010669240,246
A0010669901,A,0010669901,107
A0010670008,A,0010670008,16
A0010670024,A,0010670024,16
A0010670081,A,0010670081,34
A0010670115,A,0010670115,34
A0010670214,A,0010670214,75
A0010670289,A,0010670289,75
A0010670958,A,0010670958,204
A0010671162,A,0010671162,50
A0010671212,A,0010671212,41
A0010671253,A,0010671253,41
A0010671394,A,0010671394,57
A0010671451,A,0010671451,57
A0010671519,A,0010671519,68
A0010671642,A,0010671642,123
A0010673564,A,0010673564,206
A0010673770,A,0010673770,76
A0010673846,A,0010673846,76
A0010675379,A,0010675379,380
A0010675759,A,0010675759,380
A0010676930,A,0010676930,1171
A0010678613,A,0010678613,364
A0010678977,A,0010678977,155
A0010679132,A,0010679132,49
A0010679181,A,0010679181,34
A0010679215,A,0010679215,34
A0010679363,A,0010679363,148
A0010680585,A,0010680585,174
A0010680759,A,0010680759,24
A0010680783,A,0010680783,24
A0010681740,A,0010681740,33
A0010681773,A,0010681773,33
A0010681807,A,0010681807,34
A0010682466,A,0010682466,659
A0010683373,A,0010683373,660
A0010684033,A,0010684033,297
A0010684330,A,0010684330,59
A0010684389,A,0010684389,59
A0010684553,A,0010684553,50
A0010684603,A,0010684603,50
A0010688166,A,0010688166,91
A0010688257,A,0010688257,91
A0010688471,A,0010688471,214
A0010688711,A,0010688711,240
A0010689347,A,0010689347,231
A0010689578,A,0010689578,231
A0010691194,A,0010691194,1616
A0010693372,A,0010693372,149
A0010693521,A,0010693521,149
A0010693927,A,0010693927,188
A0010694115,A,0010694115,188
A0010694453,A,0010694453,224
A0010694677,A,0010694677,224
A0010695963,A,0010695963,1286
A0010698256,A,0010698256,529
A0010698785,A,0010698785,141
A0010698926,A,0010698926,8
A0010698934,A,0010698934,8
A0010699197,A,0010699197,263
A0010701886,A,0010701886,998
A0010702884,A,0010702884,875
A0010703759,A,0010703759,875
A0010704823,A,0010704823,726
A0010705549,A,0010705549,81
A0010705630,A,0010705630,33
A0010705663,A,0010705663,33
A0010706224,A,0010706224,561
A0010706950,A,0010706950,726
A0010707743,A,0010707743,148
A0010707891,A,0010707891,148
A0010708543,A,0010708543,190
A0010708733,A,0010708733,190
A0010709236,A,0010709236,503
A0010710465,A,0010710465,464
A0010710929,A,0010710929,49
A0010710978,A,0010710978,49
A0010713261,A,0010713261,547
A0010713808,A,0010713808,378
A0010714186,A,0010714186,378
A0010716801,A,0010716801,1107
A0010717908,A,0010717908,527
A0010718435,A,0010718435,247
A0010718682,A,0010718682,216
A0010718898,A,0010718898,24
A0010718922,A,0010718922,24
A0010719839,A,0010719839,229
A0010720068,A,0010720068,229
A0010722478,A,0010722478,58
A0010722536,A,0010722536,58
A0010722858,A,0010722858,24
A0010722882,A,0010722882,24
A0010723351,A,0010723351,469
A0010724987,A,0010724987,932
A0010725919,A,0010725919,932
A0010727055,A,0010727055,389
A0010727444,A,0010727444,389
A0010730471,A,0010730471,76
A0010730547,A,0010730547,76
A0010731289,A,0010731289,123
A0010731412,A,0010731412,123
A0010732048,A,0010732048,15
A0010732063,A,0010732063,15
A0010734994,A,0010734994,146
A0010735140,A,0010735140,83
A0010735223,A,0010735223,49
A0010735272,A,0010735272,49
A0010735330,A,0010735330,58
A0010735645,A,0010735645,156
A0010735801,A,0010735801,91
A0010735892,A,0010735892,91
A0010740280,A,0010740280,776
A0010741056,A,0010741056,776
A0010743011,A,0010743011,1955
A0010745628,A,0010745628,297
A0010745925,A,0010745925,196
A0010746121,A,0010746121,196
A0010746873,A,0010746873,752
A0010747988,A,0010747988,511
A0010748499,A,0010748499,73
A0010748572,A,0010748572,42
A0010748614,A,0010748614,42
A0010750123,A,0010750123,57
A0010750180,A,0010750180,18
A0010750198,A,0010750198,18
A0010750370,A,0010750370,172
A0010750842,A,0010750842,99
A0010750941,A,0010750941,99
A0010751162,A,0010751162,221
A0010753507,A,0010753507,430
A0010753937,A,0010753937,271
A0010754208,A,0010754208,198
A0010754406,A,0010754406,198
A0010755361,A,0010755361,398
A0010755759,A,0010755759,398
A0010766731,A,0010766731,208
A0010766939,A,0010766939,71
A0010767010,A,0010767010,18
A0010767028,A,0010767028,8
A0010767036,A,0010767036,8
A0010767135,A,0010767135,83
A0010767218,A,0010767218,16
A0010767234,A,0010767234,16
A0010767663,A,0010767663,315
A0010767978,A,0010767978,315
A0010769727,A,0010769727,132
A0010769859,A,0010769859,132
A0010770196,A,0010770196,337
A0010773489,A,0010773489,149
A0010773638,A,0010773638,149
A0010774099,A,0010774099,73
A0010774172,A,0010774172,73
A0010774875,A,0010774875,16
A0010774891,A,0010774891,16
A0010774958,A,0010774958,24
A0010774982,A,0010774982,24
A0010775013,A,0010775013,8
A0010775021,A,0010775021,8
A0010775070,A,0010775070,49
A0010775625,A,0010775625,57
A0010775682,A,0010775682,57
A0010779361,A,0010779361,1420
A0010780781,A,0010780781,1420
A0010785947,A,0010785947,419
A0010786366,A,0010786366,419
A0010790582,A,0010790582,174
A0010790756,A,0010790756,99
A0010790855,A,0010790855,34
A0010790889,A,0010790889,34
A0010791408,A,0010791408,255
A0010791663,A,0010791663,255
A0010794758,A,0010794758,165
A0010794923,A,0010794923,165
A0010795557,A,0010795557,313
A0010795870,A,0010795870,313
A0010796274,A,0010796274,281
A0010796555,A,0010796555,42
A0010796597,A,0010796597,42
A0010796720,A,0010796720,123
A0010796902,A,0010796902,26
A0010796928,A,0010796928,8
A0010796936,A,0010796936,8
A0010797058,A,0010797058,66
A0010797124,A,0010797124,66
A0010797488,A,0010797488,16
A0010797504,A,0010797504,16
A0010797520,A,0010797520,16
A0010797967,A,0010797967,64
A0010798031,A,0010798031,49
A0010798080,A,0010798080,49
A0010800027,A,0010800027,1947
A0010805240,A,0010805240,140
A0010805380,A,0010805380,125
A0010805505,A,0010805505,65
A0010805570,A,0010805570,50
A0010805620,A,0010805620,50
A0010805703,A,0010805703,83
A0010805786,A,0010805786,83
A0010806164,A,0010806164,107
A0010806271,A,0010806271,107
A0010807055,A,0010807055,191
A0010807246,A,0010807246,191
A0010808046,A,0010808046,65
A0010808111,A,0010808111,65
A0010808442,A,0010808442,41
A0010808483,A,0010808483,41
A0010808533,A,0010808533,50
A0010809663,A,0010809663,157
A0010809820,A,0010809820,157
A0010811933,A,0010811933,57
A0010811990,A,0010811990,57
A0010812295,A,0010812295,16
A0010812311,A,0010812311,16
A0010812386,A,0010812386,75
A0010813319,A,0010813319,148
A0010813467,A,0010813467,24
A0010813491,A,0010813491,18
A0010813509,A,0010813509,18
A0010813939,A,0010813939,49
A0010813988,A,0010813988,49
A0010815082,A,0010815082,1032
A0010816114,A,0010816114,133
A0010816247,A,0010816247,132
A0010816379,A,0010816379,58
A0010816437,A,0010816437,58
A0010817625,A,0010817625,1188
A0010820371,A,0010820371,1363
A0010821734,A,0010821734,1363
A0010823367,A,0010823367,115
A0010823482,A,0010823482,115
A0010823730,A,0010823730,248
A0010824233,A,0010824233,148
A0010824381,A,0010824381,50
A0010824431,A,0010824431,50
A0010824514,A,0010824514,83
A0010826014,A,0010826014,315
A0010826329,A,0010826329,315
A0010828325,A,0010828325,932
A0010829257,A,0010829257,628
A0010829885,A,0010829885,16
A0010829901,A,0010829901,16
A0010829935,A,0010829935,34
A0010829976,A,0010829976,41
A0010830784,A,0010830784,91
A0010830875,A,0010830875,91
A0010830990,A,0010830990,65
A0010831055,A,0010831055,65
A0010831345,A,0010831345,106
A0010831451,A,0010831451,106
A0010834042,A,0010834042,2062
A0010836104,A,0010836104,982
A0010837086,A,0010837086,982
A0010840551,A,0010840551,381
A0010840932,A,0010840932,25
A0010840957,A,0010840957,25
A0010841229,A,0010841229,57
A0010841286,A,0010841286,57
A0010842805,A,0010842805,337
A0010843142,A,0010843142,337
A0010846285,A,0010846285,206
A0010846491,A,0010846491,206
A0010853414,A,0010853414,4324
A0010857738,A,0010857738,815
A0010858553,A,0010858553,815
A0010860005,A,0010860005,182
A0010860187,A,0010860187,182
A0010862829,A,0010862829,1509
A0010864338,A,0010864338,15
A0010864353,A,0010864353,15
A0010865699,A,0010865699,576
A0010866275,A,0010866275,576
A0010866986,A,0010866986,73
A0010867059,A,0010867059,73
A0010867547,A,0010867547,304
A0010867851,A,0010867851,18
A0010867869,A,0010867869,18
A0010868107,A,0010868107,238
A0010868446,A,0010868446,99
A0010868545,A,0010868545,99
A0010869816,A,0010869816,1271
A0010885952,A,0010885952,139
A0010886091,A,0010886091,50
A0010886141,A,0010886141,50
A0010886752,A,0010886752,611
A0010894574,A,0010894574,585
A0010895159,A,0010895159,248
A0010895407,A,0010895407,248
A0010896215,A,0010896215,808
A0010898385,A,0010898385,1279
A0010899664,A,0010899664,91
A0010899755,A,0010899755,8
A0010899763,A,0010899763,8
A0010900090,A,0010900090,327
A0010901544,A,0010901544,7
A0010901551,A,0010901551,7
A0010901643,A,0010901643,92
A0010904233,A,0010904233,83
A0010904316,A,0010904316,83
A0010906626,A,0010906626,461
A0010907087,A,0010907087,461
A0010907830,A,0010907830,247
A0010908077,A,0010908077,149
A0010908226,A,0010908226,149
A0010909414,A,0010909414,1188
A0010911212,A,0010911212,570
A0010911782,A,0010911782,454
A0010912236,A,0010912236,454
A0010913903,A,0010913903,412
A0010914315,A,0010914315,198
A0010914513,A,0010914513,198
A0010914984,A,0010914984,395
A0010915379,A,0010915379,395
A0010917474,A,0010917474,315
A0010917789,A,0010917789,172
A0010917961,A,0010917961,34
A0010917995,A,0010917995,34
A0010918340,A,0010918340,345
A0010923860,A,0010923860,1162
A0010925022,A,0010925022,901
A0010925923,A,0010925923,222
A0010926145,A,0010926145,222
A0010926368,A,0010926368,149
A0010926517,A,0010926517,41
A0010926558,A,0010926558,41
A0010926996,A,0010926996,172
A0010927168,A,0010927168,172
A0010927358,A,0010927358,190
A0010928059,A,0010928059,701
A0010930196,A,0010930196,2137
A0010935609,A,0010935609,99
A0010935708,A,0010935708,99
A0010935955,A,0010935955,34
A0010935989,A,0010935989,22
A0010936011,A,0010936011,18
A0010936029,A,0010936029,18
A0010941755,A,0010941755,404
A0010942159,A,0010942159,404
A0010944122,A,0010944122,429
A0010944551,A,0010944551,429
A0010947703,A,0010947703,966
A0010948669,A,0010948669,966
A0010950418,A,0010950418,1039
A0010951457,A,0010951457,50
A0010951507,A,0010951507,50
A0010951614,A,0010951614,107
A0010952398,A,0010952398,784
A0010953388,A,0010953388,990
A0010956332,A,0010956332,315
A0010956647,A,0010956647,315
A0010957298,A,0010957298,347
A0010957645,A,0010957645,140
A0010957785,A,0010957785,140
A0010959898,A,0010959898,2113
A0010962884,A,0010962884,2986
A0010966885,A,0010966885,850
A0010967735,A,0010967735,850
A0010968857,A,0010968857,230
A0010969087,A,0010969087,230
A0010969350,A,0010969350,18
A0010969368,A,0010969368,18
A0010969558,A,0010969558,190
A0010969947,A,0010969947,389
A0010970788,A,0010970788,353
A0010971141,A,0010971141,353
A0010972545,A,0010972545,1073
A0010973618,A,0010973618,49
A0010973667,A,0010973667,49
A0010974491,A,0010974491,463
A0010974954,A,0010974954,16
A0010974970,A,0010974970,16
A0010975779,A,0010975779,809
A0010977734,A,0010977734,41
A0010977775,A,0010977775,41
A0010978039,A,0010978039,49
A0010978088,A,0010978088,49
A0010978245,A,0010978245,157
A0010978476,A,0010978476,231
A0010978716,A,0010978716,240
A0010979607,A,0010979607,725
A0010980332,A,0010980332,99
A0010980431,A,0010980431,49
A0010980480,A,0010980480,49
A0010980589,A,0010980589,109
A0010980720,A,0010980720,41
A0010980761,A,0010980761,41
A0010981660,A,0010981660,529
A0010982189,A,0010982189,16
A0010982205,A,0010982205,16
A0010982791,A,0010982791,50
A0010982841,A,0010982841,41
A0010982882,A,0010982882,41
A0010983146,A,0010983146,264
A0010983617,A,0010983617,435
A0010984052,A,0010984052,26
A0010984078,A,0010984078,26
A0010984185,A,0010984185,99
A0010984284,A,0010984284,99
A0010984425,A,0010984425,141
A0010984615,A,0010984615,41
A0010984656,A,0010984656,41
A0010984755,A,0010984755,99
A0010985042,A,0010985042,67
A0010985109,A,0010985109,67
A0010985265,A,0010985265,156
A0010988004,A,0010988004,224
A0010988228,A,0010988228,122
A0010988350,A,0010988350,18
A0010988368,A,0010988368,18
A0010988541,A,0010988541,173
A0010990588,A,0010990588,141
A0010990729,A,0010990729,141
A0010991180,A,0010991180,451
A0010991776,A,0010991776,596
A0010992857,A,0010992857,1081
A0010994523,A,0010994523,289
A0010994812,A,0010994812,289
A0010995900,A,0010995900,412
A0010996312,A,0010996312,117
A0010996429,A,0010996429,117
A0010998508,A,0010998508,16
A0010998524,A,0010998524,16
A0010998755,A,0010998755,66
A0010998821,A,0010998821,66
A0010998896,A,0010998896,75
A0010999365,A,0010999365,469
A0011000403,A,0011000403,26
A0011000429,A,0011000429,26
A0011000940,A,0011000940,99
A0011001039,A,0011001039,99
A0011001195,A,0011001195,156
A0011006756,A,0011006756,240
A0011006996,A,0011006996,240
A0011008687,A,0011008687,1343
A0011010030,A,0011010030,117
A0011010147,A,0011010147,117
A0011013455,A,0011013455,240
A0011013695,A,0011013695,240
A0011014032,A,0011014032,25
A0011014057,A,0011014057,16
A0011014073,A,0011014073,16
A0011014693,A,0011014693,133
A0011014826,A,0011014826,107
A0011014933,A,0011014933,107
A0011016052,A,0011016052,149
A0011016201,A,0011016201,149
A0011016854,A,0011016854,66
A0011016920,A,0011016920,66
A0011017183,A,0011017183,263
A0011018777,A,0011018777,850
A0011019627,A,0011019627,742
A0011020369,A,0011020369,561
A0011020930,A,0011020930,263
A0011021193,A,0011021193,263
A0011021706,A,0011021706,513
A0011023553,A,0011023553,545
A0011024098,A,0011024098,198
A0011024296,A,0011024296,182
A0011024478,A,0011024478,157
A0011024635,A,0011024635,157
A0011042645,A,0011042645,9256
A0011051901,A,0011051901,67
A0011051968,A,0011051968,24
A0011051992,A,0011051992,24
A0011056520,A,0011056520,41
A0011056561,A,0011056561,41
A0011060902,A,0011060902,792
A0011061694,A,0011061694,313
A0011062007,A,0011062007,313
A0011069150,A,0011069150,3301
A0011072451,A,0011072451,1397
A0011073848,A,0011073848,328
A0011074176,A,0011074176,328
A0011078888,A,0011078888,73
A0011078961,A,0011078961,73
A0011080231,A,0011080231,520
A0011080751,A,0011080751,520
A0011090396,A,0011090396,7211
A0011097607,A,0011097607,808
A0011098415,A,0011098415,808
A0011099595,A,0011099595,741
A0011100336,A,0011100336,741
A0011101532,A,0011101532,627
A0011102159,A,0011102159,627
A0011104858,A,0011104858,24
A0011104882,A,0011104882,24
A0011105574,A,0011105574,692
A0011107802,A,0011107802,1782
A0011109584,A,0011109584,1782
A0011115219,A,0011115219,453
A0011115672,A,0011115672,378
A0011116050,A,0011116050,378
A0011116902,A,0011116902,852
A0011120409,A,0011120409,3507
A0011134012,A,0011134012,1163
A0011135175,A,0011135175,1163
A0011137189,A,0011137189,529
A0011137718,A,0011137718,329
A0011138047,A,0011138047,329
A0011141199,A,0011141199,57
A0011141256,A,0011141256,57
A0011141314,A,0011141314,58
A0011141454,A,0011141454,8
A0011141462,A,0011141462,8
A0011141512,A,0011141512,50
A0011141595,A,0011141595,83
A0011141686,A,0011141686,91
A0011141876,A,0011141876,16
A0011141892,A,0011141892,16
A0011141926,A,0011141926,34
A0011142015,A,0011142015,41
A0011142056,A,0011142056,24
A0011142080,A,0011142080,24
A0011142114,A,0011142114,34
A0011142304,A,0011142304,133
A0011142437,A,0011142437,15
A0011142452,A,0011142452,15
A0011142759,A,0011142759,24
A0011142783,A,0011142783,24
A0011142833,A,0011142833,50
A0011142890,A,0011142890,57
A0011142973,A,0011142973,26
A0011142999,A,0011142999,26
A0011143039,A,0011143039,15
A0011143054,A,0011143054,15
A0011143260,A,0011143260,109
A0011143369,A,0011143369,109
A0011143559,A,0011143559,8
A0011143567,A,0011143567,8
A0011143591,A,0011143591,24
A0011143617,A,0011143617,26
A0011143807,A,0011143807,49
A0011143856,A,0011143856,49
A0011143914,A,0011143914,8
A0011143922,A,0011143922,8
A0011143955,A,0011143955,16
A0011143971,A,0011143971,16
A0011143989,A,0011143989,14
A0011144003,A,0011144003,14
A0011144086,A,0011144086,83
A0011144193,A,0011144193,107
A0011144359,A,0011144359,8
A0011144367,A,0011144367,8
A0011144409,A,0011144409,42
A0011144482,A,0011144482,73
A0011144607,A,0011144607,91
A0011144698,A,0011144698,8
A0011144706,A,0011144706,8
A0011144821,A,0011144821,41
A0011144862,A,0011144862,26
A0011144888,A,0011144888,26
A0011144987,A,0011144987,88
A0011145075,A,0011145075,88
A0011145182,A,0011145182,8
A0011145190,A,0011145190,8
A0011145208,A,0011145208,18
A0011145240,A,0011145240,32
A0011145323,A,0011145323,8
A0011145331,A,0011145331,8
A0011145356,A,0011145356,25
A0011145463,A,0011145463,107
A0011145737,A,0011145737,8
A0011145745,A,0011145745,8
A0011145778,A,0011145778,33
A0011145943,A,0011145943,7
A0011145950,A,0011145950,7
A0011145968,A,0011145968,18
A0011146008,A,0011146008,40
A0011146065,A,0011146065,34
A0011146099,A,0011146099,24
A0011146123,A,0011146123,24
A0011146180,A,0011146180,57
A0011146289,A,0011146289,32
A0011146321,A,0011146321,32
A0011146420,A,0011146420,26
A0011146446,A,0011146446,26
A0011146487,A,0011146487,16
A0011146503,A,0011146503,16
A0011146545,A,0011146545,42
A0011146677,A,0011146677,50
A0011146727,A,0011146727,41
A0011146768,A,0011146768,8
A0011146776,A,0011146776,8
A0011146818,A,0011146818,16
A0011146834,A,0011146834,16
A0011146867,A,0011146867,33
A0011146925,A,0011146925,58
A0011147246,A,0011147246,7
A0011147253,A,0011147253,7
A0011147394,A,0011147394,8
A0011147402,A,0011147402,8
A0011147469,A,0011147469,67
A0011149234,A,0011149234,505
A0011149739,A,0011149739,73
A0011149812,A,0011149812,73
A0011152501,A,0011152501,2689
A0011158680,A,0011158680,2483
A0011161163,A,0011161163,339
A0011161502,A,0011161502,339
A0011165198,A,0011165198,305
A0011165503,A,0011165503,273
A0011165776,A,0011165776,198
A0011165974,A,0011165974,198
A0011166295,A,0011166295,321
A0011166659,A,0011166659,222
A0011166881,A,0011166881,222
A0011168085,A,0011168085,224
A0011168309,A,0011168309,224
A0011168721,A,0011168721,412
A0011169141,A,0011169141,420
A0011170156,A,0011170156,206
A0011170362,A,0011170362,206
A0011171188,A,0011171188,826
A0011172392,A,0011172392,141
A0011172533,A,0011172533,141
A0011173465,A,0011173465,767
A0011174232,A,0011174232,231
A0011174463,A,0011174463,231
A0011175726,A,0011175726,190
A0011175916,A,0011175916,105
A0011176021,A,0011176021,105
A0011178829,A,0011178829,107
A0011178936,A,0011178936,41
A0011178977,A,0011178977,41
A0011179132,A,0011179132,33
A0011179165,A,0011179165,33
A0011179231,A,0011179231,33
A0011179264,A,0011179264,33
A0011179348,A,0011179348,84
A0011179504,A,0011179504,156
A0011184090,A,0011184090,4233
A0011188323,A,0011188323,4233
A0011198918,A,0011198918,89
A0011199007,A,0011199007,89
A0011199577,A,0011199577,570
A0011202892,A,0011202892,50
A0011202942,A,0011202942,50
A0011204765,A,0011204765,518
A0011205283,A,0011205283,518
A0011211257,A,0011211257,4382
A0011215639,A,0011215639,8
A0011215647,A,0011215647,8
A0011220027,A,0011220027,16
A0011220043,A,0011220043,16
A0011222684,A,0011222684,2641
A0011231941,A,0011231941,2055
A0011233996,A,0011233996,2055
A0011236676,A,0011236676,2680
A0011243300,A,0011243300,208
A0011243508,A,0011243508,208
A0011246824,A,0011246824,196
A0011247020,A,0011247020,196
A0011249448,A,0011249448,1394
A0011250842,A,0011250842,271
A0011251113,A,0011251113,41
A0011251154,A,0011251154,41
A0011251246,A,0011251246,92
A0011252509,A,0011252509,683
A0011253192,A,0011253192,141
A0011253333,A,0011253333,25
A0011253358,A,0011253358,25
A0011256393,A,0011256393,982
A0011257375,A,0011257375,165
A0011257540,A,0011257540,17
A0011257557,A,0011257557,17
A0011264850,A,0011264850,4001
A0011268851,A,0011268851,899
A0011269750,A,0011269750,899
A0011271426,A,0011271426,1378
A0011272804,A,0011272804,148
A0011272952,A,0011272952,148
A0011279395,A,0011279395,907
A0011280302,A,0011280302,125
A0011280427,A,0011280427,125
A0011283876,A,0011283876,485
A0011284361,A,0011284361,485
A0011287307,A,0011287307,2946
A0011307949,A,0011307949,386
A0011308335,A,0011308335,386
A0011318482,A,0011318482,4341
A0011322823,A,0011322823,4341
A0011329331,A,0011329331,273
A0011329604,A,0011329604,273
A0011330933,A,0011330933,33
A0011330966,A,0011330966,33
A0011334745,A,0011334745,543
A0011335288,A,0011335288,65
A0011335353,A,0011335353,65
A0011342094,A,0011342094,6741
A0011355955,A,0011355955,842
A0011356797,A,0011356797,842
A0011361581,A,0011361581,4784
A0011366416,A,0011366416,725
